1	0.08970751861731212
2	0.12599860380093256
3	0.08407968406875928
4	0.08424552778402965
5	0.06493181114395459
6	0.1024845615029335
7	0.04773826524615288
8	0.0754235511024793
9	0.10977518185973167
10	0.09655520071585973
11	0.05496452127893766
12	0.10193501537044843
13	0.06950617954134941
14	0.11775106936693192
15	0.06708775460720062
16	0.05791268994410833
17	0.03966912999749184
18	0.09532374764482181
19	0.06261341273784637
20	0.03927469998598099
21	0.04238315547506014
22	0.052321466306845345
23	0.04102242862184843
24	0.0430732232828935
25	0.04324910044670105
26	0.04532564928134283
27	0.04569656774401665
28	0.042128329475720726
29	0.05109287550052007
30	0.04480627924203873
31	0.046778698762257896
32	0.03817516192793846
33	0.04992284749945005
34	0.04892265175779661
35	0.0508681982755661
36	0.04250228901704153
37	0.04407788316408793
38	0.05607552950580915
39	0.05698200191060702
40	0.03410720328489939
41	0.04675958429773649
42	0.03680197894573212
43	0.038512849559386574
44	0.03524341310063998
45	0.04768221949537595
46	0.07256945222616196
47	0.040646793941656746
48	0.04159007593989372
49	0.03964496155579885
50	0.03364096830288569
