1	0.05094144741694132
2	0.04544319833318392
3	0.046415417144695915
4	0.036433689296245575
5	0.03462901090582212
6	0.030292172605792683
7	0.06645331780115764
8	0.03601972137888273
9	0.04959953452150027
10	0.03599331652124723
11	0.044012054800987244
12	0.03330932433406512
13	0.047928680976231895
14	0.043880172073841095
15	0.06877647464474042
16	0.0360017865896225
17	0.03523125499486923
18	0.036761494974295296
19	0.030010390405853588
20	0.03413547451297442
21	0.044911193350950875
22	0.031782275065779686
23	0.043825943022966385
24	0.048211040596167244
25	0.04617339248458544
26	0.03370395551125208
27	0.031364489967624344
28	0.06728662674625714
29	0.03507417067885399
30	0.07131797944506009
31	0.04682541762789091
32	0.03663920362790426
33	0.0342517818013827
34	0.04336243246992429
35	0.07559298599759738
36	0.04896883914868037
37	0.06896896163622539
38	0.04584352175394694
39	0.04450249175230662
40	0.03169806425770124
41	0.03554533670345942
42	0.048203229904174805
43	0.03828272347648939
44	0.03468010574579239
45	0.043765841672817864
46	0.03983897094925245
47	0.0396437831223011
48	0.03780516361196836
49	0.0414669377108415
50	0.03714911639690399
