1	0.1467437595129013
2	0.11663854039377636
3	0.09472903485099475
4	0.040589978711472616
5	0.04364155294994513
6	0.02494572817037503
7	0.028832141465197008
8	0.02962035634037521
9	0.024610101555784542
10	0.052312576160248786
11	0.026965229616810877
12	0.024373509921133518
13	0.025104041832188766
14	0.021956171633468732
15	0.020349824490646522
16	0.015525541371769376
17	0.014061537571251392
18	0.016241100409792528
19	0.018860820680856705
20	0.01974084067882763
21	0.014967194137473902
22	0.016629562971906528
23	0.010575825917638011
24	0.017464585447063048
25	0.016487278509885073
26	0.018499885789222188
27	0.015542919799271557
28	0.013145072747849755
29	0.014356001280248165
30	0.014285093846006526
31	0.013322516499708096
32	0.011925797417966856
33	0.012261727410886023
34	0.010941703700357013
35	0.00932747172191739
36	0.015538338468306594
37	0.011196342581469152
38	0.010169310546997521
39	0.014336044382717874
40	0.014279214458333122
41	0.014059747672743268
42	0.014782447057465712
43	0.016878349292609427
44	0.010296846377766795
45	0.01306684786039922
46	0.013193243105585376
47	0.010480346054666571
48	0.010897334509839615
49	0.013331950228247378
50	0.010484270544515716
